track,artist,uri
"The Formation Of Damnation - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:1yOZskFgBbGxNtAn7a1ezW
Trisagion At the Funeral Procession,Choir of the Monks of Chevetogne,spotify:track:34hHg65uqI02a46064SUE4
Turncoat,Goldmund,spotify:track:6i0nz16kHbPINYReFwTh38
Astral Body,Michel Mondrain,spotify:track:17yuGlOR1mCfOOjdu1XmqH
"Elegies (1997) for Mezzo-Soprano, Baritone and Orchestra: II. Lacrimosa",Richard Danielpour,spotify:track:45BCbi5UtS6yMbYGj0XUAd
Energy,The Apples In Stereo,spotify:track:5uAEx8Gbz7FIWhhorTfU9o
Fear of the Dark - Live in Buenos Aires 7 March 2008,Iron Maiden,spotify:track:6z2RzmdVpGMpMWNdx5lgKd
Fell from the Sun,Pale Saints,spotify:track:5Wo2GDYc8yKVycZxgDb5YB
Fresh Paint,Anne Dudley,spotify:track:2TqqSIiMATAnzmCenloaAV
Industrial Strife Pt. 2,Genocide Organ,spotify:track:2VuiPvEKbN2WgF0Fnyw90m
Iniuria Palace,Baths,spotify:track:6gbwSuxhcB3JAL3bib69TV
Kielo - Folk Aesthetic Version,Tenhi,spotify:track:1wnaxtSGqmDiW5XNwV5osv
Le Triptyque Des Enfers - Instrumental,Misanthrope,spotify:track:5hlT4So4lz1d3xe01rcCt4
Lie To My Face,Carnifex,spotify:track:2NVQbNEmJ0ZVulQOpWa0PD
Metal Massacre Attack (Aruê Aruô),Massacration,spotify:track:5BNAAbzbk7GSiHNkbSfrAv
Poème Electronique,Edgard Varèse,spotify:track:6gdOMWMd4WKHU03vfmxkIp
Raising With The Battle-Orcs,Summoning,spotify:track:1zo44c1wvIdEZzM5CD3lhN
"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1 Vorgefühle (Forebodings)",Arnold Schoenberg,spotify:track:3aLBmGiKnERrkmKyFMnv2o
Arthur Comes to Sophie,Hildur Guðnadóttir,spotify:track:0dvAO2KbsqDZGv8g03JFRy
Christmas Eve (Sarajevo 12/24),Savatage,spotify:track:1aOIW5GzlVx0B8lX2foIFg
Clear the Mind,Yolta,spotify:track:6VGiS6FFBF2vyWwCMHU6VM
Clear the Mind,Yolta,spotify:track:4gSye7eNz3gCmNL6B7L4B0
Clear the Mind,Yolta,spotify:track:5rCWJRvKDc7pKl1dIhKBWD
Gentle Light,Choir of the Monks of Chevetogne,spotify:track:11EgIMqxySZGY8ttmzEoR0
Grippin'a Heart - Live,Living Death,spotify:track:24B7p1aDZgwDDhNBzpEM79
In My Human Slaughterhouse,Exhumed,spotify:track:56j5ZAybfNNQ5jYriNqVi6
Metal Tribes,Panzerchrist,spotify:track:0fI8yFkugOJAui29uYh41I
Metal Tribes,Panzerchrist,spotify:track:5QvcYZ93OgZ9AC6px1bG2y
We're Hitting Everything - Ambient,The American Dollar,spotify:track:6R9nzNTaG1t1nOr2vZnMJj
Aggressive Fornicator,Blasfemia,spotify:track:6HCF6S8JvzoetNyLoQGlnL
Death 'N' Roll,Southern Drinkstruction,spotify:track:1JfKOIIE2Z61PE8KZRzoay
For Stormboy,Rhiannon Bannenberg,spotify:track:1gLbbnyTOnx6LrCQ87c0gp
God Is With Us - Valaam chant,Archangel Voices,spotify:track:4QhVWcZVSKFdjUdEmJ65f7
I Heard The Bells On Christmas Day,Harry Belafonte,spotify:track:1EcfVMLnyNi4Ktv2xRUf2P
Pop 3,GAS,spotify:track:4EIGit0b2tPnfp4jPdrtKZ
"Religious Wars (live,Subhumans)",Nausea,spotify:track:2iGTiqDdh6UimpLwLd3g40
Tainted Metal,Hammerfall,spotify:track:1HTq9HfJ8r9PJ67sjSadfX
The Predicted Future,Ragnarok,spotify:track:4fHezNSIfDLi71ZvAQH9AJ
Time - Ambient,The American Dollar,spotify:track:2TevseTZBCDGTeusyhQXau
Veil of Tears,Cerebral Fix,spotify:track:5mPGQFfahLUiPo0mywZzFy
Worthless Animal,Deafheaven,spotify:track:2ASMRdulqfuFhYAIw1dOUM
Yoga Healing,Cameron DeLuca,spotify:track:33vqHPqySzLDNwMOyfLpwE
Checkmate in Red - Live at Malta Doom Metal Festival 2014,Crimson Dawn,spotify:track:34agUZ1u5jrJQb3pwMDe2u
Exaltation of the Holy Cross: Irmos of the 5th Ode,Choir of the Monks of Chevetogne,spotify:track:77D43hfiqd1qpBWwq70PG8
Hino De Devoção Ao Deus Da Guerra,Unearthly,spotify:track:3jE7uUPnwRrLBmG2cEORU7
Panik,Bratmobile,spotify:track:1m4AorJ30QlfdPDKvfQ0yS
Peer Gynt Suite No.1 op. 46 Anitra's Dance (Tempo di Mazurka),Academy of St. Martin in the Fields,spotify:track:14TwJuRvKl9fWNEowyIMet
Protector of the Common Folk,Howard Shore,spotify:track:3wlVdDCUCO1SS3xND0pBBc
The Letter,Alexandre Desplat,spotify:track:4aP6hoipX4QjFlY8mU3eNG
Christraping Black Metal,Marduk,spotify:track:3X5u1hrPeBiZ0FjZe4B70v
Claim the Dark,Kimaera,spotify:track:2ZmaH5y3IvCqbf18bQdQGv
"Hate, Fear and Power",Hirax,spotify:track:5qToAK2pFDgg8lhCghqHQt
Holy War,Thy Art Is Murder,spotify:track:6lW9QropoC5S6Rf5ttvP49
Only Sky,David Torn,spotify:track:1XIGsLhlXVJg3KFIfkYg2a
Requiem For John Hurt,John Fahey,spotify:track:5oOOOqmBDbpm1eCKFTOsJy
Sadko (1993 Digital Remaster): Chanson hindoue,Nikolai Rimsky-Korsakov,spotify:track:57PM3jJKZGdwPVRrQucwFu
Vomitando Heavy Metal (Tiempos Metálicos) - Demo,V8,spotify:track:76ELBa6L1LSUQ5uyZV6na8
Black Brick,Deafheaven,spotify:track:63OqMoUP4Racq9holZo6dU
"Deus Passus, ""St. Luke Passion"": Das ist mein Leib (Soprano, Mezzo-Soprano, Alto, Tenor, Bass)",Wolfgang Rihm,spotify:track:2O7HKUweyR9yP9pOSdAD1p
Incubations,Roland Mercier,spotify:track:1uO9ZJFzDuwQ2XzmHt5TmN
Just Ideas - Instrumental,John McLaughlin,spotify:track:1wTSDiqaUwFLVMB5pOinSn
La valse d'Amélie - Version piano,Yann Tiersen,spotify:track:78IQDW7yyMzJavHiWqfBWR
"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",Wolfgang Amadeus Mozart,spotify:track:2YarjDYjBJuH63dUIh9OWv
Punk Is Dead - Live,Crass,spotify:track:5x0RS1fgmFZjIUSBAcUfgm
Towering Flesh,Pig Destroyer,spotify:track:620GyQb4TdbzfrAIVvFLhg
Kontakion - Prefeast of the Nativity of Christ - Byzantine chant,Archangel Voices,spotify:track:7EhmCQBr8oNlooZYGAHYwj
Lights,Journey,spotify:track:7EHmKkyAr6MZv5Y2FdZbXw
Misanthropic Black Metal Noise,Abandoned By Light,spotify:track:2XdJaAflwUZU9JJfrjisu7
Need You Around,Smoking Popes,spotify:track:0skxqaapKhdZ2BW5H1Umxh
Raised On Rock,Darkthrone,spotify:track:3IBypv3IPjOZaqCMhNZNUT
Requiem Aranea,Yoshihisa Hirano,spotify:track:7GOmxsJPMKQ7GAx5WtChB7
"Requiem, K. 626: Lacrimosa",Michael Finnissy,spotify:track:0WSAD2SlfqVQyhHD62XvEu
Tears in the Rain,Hans Zimmer,spotify:track:6bHjk4FudnJpUEz1PGs1YS
The Omega Circle,Candlemass,spotify:track:7dd4FeKKpib6pMpy27TTJk
VLetrmx,Autechre,spotify:track:7iupjrZvckPcvC4aeqeqcC
White Waves Sitar,Yolta,spotify:track:6ixiinyuhCdLtsKNicZUZm
Bible Study,Darrell Mansfield,spotify:track:0UwEqLsFZLaPi5ZLgZSDj2
Charlotte Mittnacht (The Fabulous Destiny Of&),DeVotchKa,spotify:track:4Fv5cPfTGOw4bkjAtPH77F
Communist Daughter,Neutral Milk Hotel,spotify:track:72iYfBDEF6dNVeekA8ppyB
Constant Like the Northern Star,Desiderii Marginis,spotify:track:1nKn8y1fzAjtjER2PcUV1L
Falling,Julee Cruise,spotify:track:6CofkMDfjtMtMCll9I73qO
Falling,Julee Cruise,spotify:track:2lW3kEdtB0dt45K53a0ARi
Falling,Julee Cruise,spotify:track:4i5mUNkkko0MUnLINASKLN
Falling,Julee Cruise,spotify:track:010qM4mBmvo058zCdurmUb
Falling,Julee Cruise,spotify:track:7dtuRJd4u5b16F37IDD7Jj
Falling,Julee Cruise,spotify:track:5V3T9Tn1qwTTswBm7SQuoq
Falling,Julee Cruise,spotify:track:7l9Tp9sHbmAWGmEn33Lz0K
Falling,Julee Cruise,spotify:track:5SNWu3PvRBmRB1GAhCvroY
Falling,Julee Cruise,spotify:track:5rYQedXMMgSm6XSHaQz7BP
Falling,Julee Cruise,spotify:track:36SAdc2LUUWeFQnCqyhJzk
Falling,Julee Cruise,spotify:track:78oTLBiOLRWmQVGZMKyAmE
Falling,Julee Cruise,spotify:track:2OrT3KasVDwi0WX9gTBSf1
Ghost,Neutral Milk Hotel,spotify:track:6CdDTczPGeI9sdznpTmYEZ
Journey From The Death Of A Friend,Terry Riley,spotify:track:1riIi7QHl0ALuLGGItsExf
Mysteries,Keith Jarrett,spotify:track:7B8Biu5B3O4YuZH3c6tIqg
Return To Lemuria - Live,Visions of Atlantis,spotify:track:3cYQO9I2WC5cwK1qjbkue0
"Tchaikovsky: 18 Pieces, Op. 72: XIV. Chanson élégiaque",Pyotr Ilyich Tchaikovsky,spotify:track:2lKNLDRoyceCyYW2F3DqzG
Adhān,Arve Henriksen,spotify:track:6z73wjcf9actsqCh729UVr
Encarnar no Seu Corpo,Sarcasmo,spotify:track:2KS0Ce6rbK7nsV67Lj85uQ
Hardcore Is Stupid,The Sainte Catherines,spotify:track:3UkOHhu9Bk1AVVwNXJYqyx
No Love,The Get Up Kids,spotify:track:0aQktMvylpZq1TePvgCGDv
Raw Power,Iggy Pop,spotify:track:4G1sc9R3svmUpRpsFwqGmh
Rusty the Skatemaker,Rasputina,spotify:track:54zRqFaimrwglAc2AmPsxz
She Painted Fire Across The Skyline Pt. 3,Agalloch,spotify:track:1SxVmC3Z04SrXU6KwdNOPw
Swollen Vows,The House That Gloria Vanderbilt,spotify:track:7jxwbg5HHuaf6Irkpu5lNz
"Symphony No.3 ""Symphony of Sorrowful Songs"": 1. Lento (Sostenuto tranquillo ma cantabile)",Henryk Górecki,spotify:track:6Vm7bkkEbvv4KgXJlC70iF
Taste of Blood,Slaughter Lord,spotify:track:6j2MEc7WIrDzfMUs3iSopy
To The Stars - Dragonheart/Soundtrack Version,Randy Edelman,spotify:track:5LeCbkjJuhtqQhwXziPgUn
Vanitas,Watered,spotify:track:27gESWmg8dejDv2IHXfkvY
Glass: Façades,Philip Glass,spotify:track:3nlSXYClkqf41jNftMvIwG
Heart Attack,Toxik,spotify:track:2pUm2OYrTi7oBOdkZct0nZ
Here to Stay,Sheer Terror,spotify:track:4y5I2JW4P1jQWrAzieGYhS
How About Me,Jackie Gleason,spotify:track:0hVuujLY5xZEVgRSKjlqrZ
Lazy Afternoon,Jackie Gleason,spotify:track:0yfn1YXdvIPt9cdCe0WHWm
Metal Heart,Dimmu Borgir,spotify:track:2gWvDFPsXwX0fzwxPaTbQk
Moving Silence,Spirits Of Our Dreams,spotify:track:1hk4wGfZMRqmfUzaPtQQL9
My Immortal,Evanescence,spotify:track:4UzVcXufOhGUwF56HT7b8M
Spiegel im Spiegel (1978),Arvo Pärt,spotify:track:1emvj5zfL475fldoroTrXl
Steel Lords of War,Slaughter Lord,spotify:track:5CoTZ2FYsiZtnxmA7ZgqnY
The Sprig of Thyme: No. 1. The bold grenadier,John Rutter,spotify:track:0qrluoRkYlnM7R46lJs6Gr
"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,spotify:track:5kqmgfPEUWtDGWOvop4sP2
Zombified Infanticide,Kraanium,spotify:track:4IkE5nXab9Qs6iidv2BODI
Brood - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:6mfdBomp1s96ookz7WODoD
Cecilia Chime In Melee,Sebadoh,spotify:track:5REjoI6cpsypMYbcpa2Mbr
Eaten by Time,Unholy,spotify:track:0xzIcsl1f4h0pUlL47V9VR
Loke,Enslaved,spotify:track:0ZwHCbEO0PDIpnQW3W3cff
My Corpse Shall Rise,Autopsy,spotify:track:75vlkS9fWz5I7wOZ1lSkz4
Still Got The Blues,Gary Moore,spotify:track:0DnGfA1r8pAssJCuq4ojla
"The Wheat - From ""Gladiator"" Soundtrack",Lisa Gerrard,spotify:track:4sTSfR2cq7gUxUbiU1w60F
War Dogs Attack,Genocide Commando,spotify:track:2PThU2jVVIm873i6OgpGZF
Dressed For Friend Requests,"Drop Dead, Gorgeous",spotify:track:3E52b2s2M0tOtBKkXsNFrq
"Heavy Metal, Raise Hell!",Zwartketterij,spotify:track:2IjBPp2vMeX7LggzRN3iSX
House of Doom,Candlemass,spotify:track:7fvqmRvj2WHzDj45LrN2lr
Journeyman - 2015 Remaster,Iron Maiden,spotify:track:7HDCn9GB7qInP5bOHOCPpt
"Piano Concerto No. 1, Op. 45: I. Con grandezza",Einojuhani Rautavaara,spotify:track:7hJ8lVzawwFGVQpICReY5E
The Art Of Love,Sahlene Williams,spotify:track:7hXKIp3IX3nrvHkq34zbMG
THE NAIL,Ghusa,spotify:track:4WMuACUjRZB1s7bDcpus9a
Underbart,The 2 Inversions,spotify:track:7JNSH4PQVgd3BMrEyfXXsO
High Spirits,Pijn,spotify:track:6P7cyvrXV6mH5MXhX1zCGP
It's Only Smiles,Periphery,spotify:track:1dEkedqKwGjnCCMz1B5x86
Jump Man,Buckethead,spotify:track:2QwyfRiONW3O4Sp7O5XlEk
Lord M,Martin Phipps,spotify:track:1Rb0qpGe8jRRSBcMAywoiJ
Overture And A Prisoner Of The Crusades (From Chains To Freedom),Michael Kamen,spotify:track:15j9XMtlPVsJpqCrDTv0MW
Penance,Thorium,spotify:track:3EyW5Gt6ztC1urI0aDZbeg
Philemon And Baukis,Lou Harrison,spotify:track:2v4GrsOyGu2uaZJm7gEYym
Yhvh's Shadow,Craft,spotify:track:15NXtEAKTNFEX2IcEXGuP0
"D.N.R. (Do Not Resuscitate) - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:540RPIWzBFzCXWfHQDIUXb
Due tramonti,Ludovico Einaudi,spotify:track:2f47H0NpgJCGgORmweUJhs
Flame of Doom,Graveland,spotify:track:1opaJ30hUf7L4CIlSXN5Cv
Healing Sleep Music,Dr. Sounds,spotify:track:42atzQoL3IaWU8wrpKgZoL
II of IV,Pauline Oliveros,spotify:track:3sqQlkAEoUYYzYKGoOqhbi
Metal Heart,Dimmu Borgir,spotify:track:5iQyl3tVzjcyIaTMN8X7AL
Metal Heart,Dimmu Borgir,spotify:track:0IJ5Gh96aQG5r18UhoVPNw
Reunion,Lisa Gerrard,spotify:track:7gYoP1K9A9c17aVdgwomgM
Rise the Wrath of Satan,Invincible Force,spotify:track:4kTr911YHfcLg8rqdAP2nr
"The John Dunbar Theme (From ""Dances With Wolves"")",John Barry,spotify:track:1ghqlcFUP85h1Gxn4Oa2Kt
The Path of Doom - Live,SPIRIT DESCENT,spotify:track:1igzsfwmHhd8XdgbCWoFwH
Time's Cruel Curtain,Cattle Decapitation,spotify:track:3IsF1pjYmp7GOsNJcqYXBQ
Victory Square,The Dreadnoughts,spotify:track:6NYGYqsSxa9PlTbwXZjmjU
Black Metal Supremacy,Genocide Commando,spotify:track:1hrKhgw3FQPZwCr215nCU0
"Cello Suite No. 1 in G Major, BWV 1007: IV. Sarabande",Johann Sebastian Bach,spotify:track:0qh6fySc8mPLQUjvUxZvGb
Super Unison,Drive Like Jehu,spotify:track:5diNR9OTKnjnP5MF80bPtt
Turn Blue,Iggy Pop,spotify:track:7CLOlau49ApSIu7Hm6Km3p
Eternal Destruction,Blasfemia,spotify:track:7KJbrCpABypcvRJp83Gy3P
Falling Snow,Agalloch,spotify:track:73vyulFUPAla99D1wUtMQo
Justice,Blazing Row,spotify:track:3EV14HnqouxhOgc01ixLCd
Traces of Reality,Dødheimsgard,spotify:track:30MEZzAFiAQv5qIucrY07Y
Unorthodox Manifesto,Dimmu Borgir,spotify:track:4O472jem7hHqkTCrLijrur
"Come Warfare, The Entire Doom",Darkthrone,spotify:track:2OWrhxgNvBgvb9RAmMTTm2
Promentory,Trevor Jones,spotify:track:0l4seNH8AyE2kvjxFfpWi1
"Response For Organ, Percussion And Tape",Arne Nordheim,spotify:track:4Gz6typnbxYv7J8N0kMO2a
Song for Athene,John Tavener,spotify:track:1VEjIcJ5KAGytZzYxlt0gb
"Stockhausen: Tierkreis, for Trumpet und Organ: IX. Waage - Libra (23.09-22.10) - Venus (=71)",Karlheinz Stockhausen,spotify:track:4icXfAsRMHLHylW6oLKTkD
The Godfather Finale,Nino Rota,spotify:track:3WoKGCQENAoYNu1NTrdLdy
We Have Trust in Ourselves,Approaching Nirvana,spotify:track:38nivTdhzwimvPfTMIKBGL
Black Rock 'n' Roll - Live,Midnight,spotify:track:0jDDiYjo7eNuvAxAm8GWF5
Meditation: By The Stream,Masala Roo,spotify:track:1XQ0gGJiVhKqdLf9uhO571
Punk Rock,Muckafurgason,spotify:track:6KDe9MPcWbXNA6GDh36klr
Snowbound For Christmas,Jackie Gleason,spotify:track:3IU2ACqDGgSvjjNVIKNLFR
Snowbound For Christmas,Jackie Gleason,spotify:track:3iZDxwIYpDdat6Uv6XVeMI
The Metal Age (Live),Hammerfall,spotify:track:32ShpvdhMA2KyQtUlg9hL1
Blazing Corpse,Exhumed,spotify:track:4QPITi0q7YaCLi6lj96Uff
"Deus Passus, ""St. Luke Passion"": Potum meum (Mezzo-Soprano)",Wolfgang Rihm,spotify:track:3RssBswSWThL2Su8T9IMAz
Interplanet Janet,Man Or Astro-Man?,spotify:track:0FPe4tAAW51m2RAHrPewRt
Little Drummer Boy,Apocalyptica,spotify:track:5ylwVp5Igdp40VWn1JwFa2
Mexican Radio,Polvo,spotify:track:43TUykEhCrOSzdMpQKl0zA
No Man's Land,Rupert Gregson-Williams,spotify:track:6km1Bl4LdfiL7LzkjcCuiQ
Reflets (1911) - Pour Mezzo-Soprano Et Piano,Lili Boulanger,spotify:track:11IYqLgX8Ro6f8lXPYavYN
The Golden Age of Bloodshed,Rowland S. Howard,spotify:track:57c1Rrb1TRg8NMqa6Z3MF5
The Lord of the Wasteland,Toxic Holocaust,spotify:track:3wrBeZiS7ZEwitbsvPUW6u
At First Light,Bolt Thrower,spotify:track:0ax9nvLVe4wE4AeFHu6s7e
Become Real,Ital Tek,spotify:track:7r8Hgrzg5pcLfGnAT7UJvS
Body Of Christ,Nausea,spotify:track:2ZT4hUcbLf08fWOnTzyuXm
"Chromatic Fantasy & Fugue, BWV 903",Johann Sebastian Bach,spotify:track:5hllClI7PRxS9BUmnfU9se
Lord of All Unclean Spirits,Ondskapt,spotify:track:74mFdk0YOXXY0vEAkL38JG
Metal Ulcer,Regurgitate,spotify:track:5t38iur9zqyGOqlegN1Zm1
Necrosaint Black Metal,Furze,spotify:track:5HpLsrYUliq26d6kdvJD8u
No Boundaries,Michael Angelo Batio,spotify:track:5OnyojWcVAwQv8dbenzRug
O Holy Night,Joshua Hyslop,spotify:track:5HzVdIpyfj88nEdFs6liur
Punch-Drunk Punk Rock Romance,Every Time I Die,spotify:track:0mlFZu22WNgD8U6loRDnr1
Punk Rock,The Casualties,spotify:track:4n5TzLFwDhPCSVhADGlyLt
Revealing The Unreal,Ave Air,spotify:track:2zJmgxEcBUKtrfjfCn1UMM
Supa O Svina,Vrävarna,spotify:track:382iByKVlShCt7BqXaYv3d
Tao Energy,Dr. Sounds,spotify:track:1Y4cxtce6Z1s9ztGRL8VYf
World Without Wind,Brian Eno,spotify:track:0TgNebBguH4p9ykfsqsWtX
Dance of the Druids (feat. Raya Yarbrough),Bear McCreary,spotify:track:39IOkz6LpC1qc5Wnt0T07r
Deep Dream,Niigata,spotify:track:6uZqFdxRsSXgswqtKKBYK7
Faces in the Haze (Ambient),The American Dollar,spotify:track:6HZ9rh0CR03xqSNw1TZXZN
Festival At Baghdad - The Sea - The Ship Goes To Pieces On A Rock Surmounted By A Bronze Warrior,Nikolai Rimsky-Korsakov,spotify:track:3r5jFBBlh32HYDl6EH5GnO
Hogwarts' Hymn,Patrick Doyle,spotify:track:2ecYJyAHF43oBSQ5Crcrel
Just LIke Dr. Jones,International Superheroes Of Hardcore,spotify:track:5XKfNFtrN8a7alzhO8ewGr
Kadathian Doom,Winterwolf,spotify:track:1p4Vty17uuX5hlrzhEV69z
Lily's Theme,Alexandre Desplat,spotify:track:3Ra4rkq1ExwPXwrPQeHBWg
Mutant Christ,Cryptopsy,spotify:track:0RspwvCRbt6Ce6L4LEbR6t
Opening,Philip Glass,spotify:track:1QmhkjuUlosROqKk59sBSK
S.T.A.Y.,Hans Zimmer,spotify:track:1ElqGqBU7f4s7ulpAjIlcO
Short Fuse (Live),Poison Idea,spotify:track:4dJ2CzMqlIUFkeQkYlIKYA
Spoken Roses,John Foxx,spotify:track:10IzKDk1QN1GU8SA0zDhVu
The Land of Hope and Glory,Turisas,spotify:track:5y6Yiopz61lDYZg2DdZ42P
Duck Shoot,Rupert Gregson-Williams,spotify:track:5HARZiEbfWnwXdv7ckqh5z
Iron Gang (To The Death - Metal Massacre 5 Sessions),Voivod,spotify:track:5zZKe0t1DatoBBAwrB9l6o
Spiegel im Spiegel,Arvo Pärt,spotify:track:2uJ1OkUOhCjfvoKAhFPZgf
Spiegel im Spiegel for violin and piano,Arvo Pärt,spotify:track:7H1fT5Ts6dCQx2GyGlraVQ
"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,spotify:track:6z0QmvSHYCXkv0OozRxBL5
That world,Tim Hecker,spotify:track:4Pfc3S2Nps6V3gILwRSO4L
Battle for Pride Rock,Hans Zimmer,spotify:track:2WGNFmRcApRC8znCuGtfXJ
Deepwood,Avail,spotify:track:7vqTCxdmdtbC9kCmeuefWs
Destructor,Slaughter Lord,spotify:track:7DkxyVmmTtZxxUJHLNbrTt
Immortal Sorcery,Absu,spotify:track:1f7KqnlGCxVzRqHrA4FPuG
Tsaikomé Punk,Robert Marcel Lepage,spotify:track:6bzSg4vPRhIGcoEhs9MSsR
Aerith's Theme,Nobuo Uematsu,spotify:track:18sDWMHFfgDOh1zMrFJt1C
Another Story,Nicholas Hooper,spotify:track:7k5TW0wfpXnb39IhRwoSq7
"Deus Passus, ""St. Luke Passion"": Und er ging hinaus (Soprano, Mezzo-Soprano, Alto, Tenor, Bass)",Wolfgang Rihm,spotify:track:33JsJAX0CEHHsSG54I7VWl
Oblivion,Gidon Kremer,spotify:track:7snWeoRWoHlYYDf5Ncjy6Q
Observations From A Faraway Place,Rannar Sillard,spotify:track:5H14dJbhKeaU1ffTMmIGJi
Stutter,Elastica,spotify:track:3ZGQMBLN5qpkR6R5qEuuUm
The Land of Hope and Glory,Turisas,spotify:track:1lyo0434TNjPiDmpjVTskd
The Light,The Album Leaf,spotify:track:3YlJKAnvDjHNFjFVy2MXMG
The Thrash of Naked Limbs,My Dying Bride,spotify:track:0Ih7udJekQOUQK7CJo25mE
To The End Of Our Days,Alestorm,spotify:track:6tz7QxDke4yIy7IcbyGOeS
迷彩,Sheena Ringo,spotify:track:4tIVOQdwt7kxCISuXNF2S4
Behold Judas,Hate Eternal,spotify:track:1pDaIv4kERYDqeCzYDpZ80
Brought Back To Life,Mind Eraser,spotify:track:3e8xpXr0JTvLvMLcBjJr0d
"Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",Johann Sebastian Bach,spotify:track:2OlCoInzq5QZx0prAXKcV2
Harry in Winter,Patrick Doyle,spotify:track:4H3KBBAe2Fcgv9lH6E10Oe
Metal Icarus (Live),Angra,spotify:track:7dk5CiOBzWXYv5zFIVUcho
Munich,Editors,spotify:track:2QN3pPQYoKsh5dIgEVnsYG
"Now The Powers, Bulgarian Chant",Daniel Alva,spotify:track:6zKiOFghYDGngagHPRfAYU
Punk: Fact Or Faction,Extreme Noise Terror,spotify:track:5htincfe266PhMeX5JpGrD
Riddle,Roger Eno,spotify:track:53pKdsjqPsknIN5boMKCzj
The Star Spangled Banner,Whitney Houston,spotify:track:5qByPJHfbssZpbUzhgpDCG
The Star Spangled Banner,Whitney Houston,spotify:track:5qByPJHfbssZpbUzhgpDCG
VIOLATION DOMAIN (Benediction cover),Ghusa,spotify:track:07vO12zBbZ7VsNwaiU2bZV
Whatcha Say?,The Kaisers,spotify:track:5nLNyVg3HxwCbejKO1ZiAi
Don't Get Any Closer,Eluvium,spotify:track:5aEW7hL4yJ3StRw4x9ZLLn
"Ephéméres pour mezzo-soprano et orchestre: No. 1, Alpille - 1979 Version",Jacqueline Fontyn,spotify:track:12oCUTQ4b31tYZA7qVI2Yo
GRADE,Dean Blunt,spotify:track:6xdqzbQhE2gSihtfGsKqiJ
Hammer Of Doom,Candlemass,spotify:track:0rwfwTWMlH7i2vEhsqpwNz
Images In Stone,Patrick O'Hearn,spotify:track:0ReGms8iLrj6dyHjkQSHpT
Strip The Wires Down,Parts & Labor,spotify:track:1QH2puwjpflhbjVU2iB1K2
The Girl I Love,Glad,spotify:track:6o4rDBSasOlau6NcwWyJSX
The Heart Asks Pleasure First/The Promise (Edit),Michael Nyman,spotify:track:2uX9wnIaExKzN2sLxkvSMS
The Protocols Of Anti-Sound,Magrudergrind,spotify:track:2UNCakVkFNo9ClIHbnSBTx
"Dude, You Rock",Jon Finn Group,spotify:track:7yzpTm4aV0rm0q1xxQGozR
Finale - Dragonheart/Soundtrack Version,Randy Edelman,spotify:track:0BGWQK9e3R0dEM4pZpRfIE
Gone,Gavin Luke,spotify:track:331iLszrgVOeYNl2KKn12j
"Improvisation ajoutée, 1962",Mauricio Kagel,spotify:track:7uC5TX8bffpWKn7ZS1URyY
"Out Of Sight, Out Of Mind",Napalm Death,spotify:track:13wSlrtOa4LiomP8Xh9Q2d
Punk Fact Or Faction,Extreme Noise Terror,spotify:track:0dRyY3VAXutGwDyK1cB4ZL
Suicide Punk,Leather Chalice,spotify:track:4BSU1DXhR2g9tyUHH9Zi5h
Heart of Steel (Metal Heart),Kerion,spotify:track:2gewPleA99y88ziB8eo3PO
I Will Lay Down My Bones Among The Rocks And Stones,Wolves In The Throne Room,spotify:track:48HvHUnXNa1LSt3yhjFa2T
Lotus Flowers,Yolta,spotify:track:4t1TljQWJ6ZuoSY67zVvBI
Mirror Veil,Liquid Mind,spotify:track:5Qn5yFmYpS09lexoCjNf0I
Orphans of the Sky,36,spotify:track:3wwxIAfuJWjxgzgrQIjARs
Ragnarok,Sonne Hagal,spotify:track:68qJX5lhVoLyxfd2taLDEa
Shoulder of Orion,Nebra,spotify:track:1hFqany79soxUvFPUVfTRb
Slaughtered Corpse,Slaughter Lord,spotify:track:2tWnDCm1VSwcVNB7l8DES2
Soon Cometh The Day,The Deal,spotify:track:5oJFEmHcd8lYUQ0z46fRc4
Sweet Little Rock 'N' Roller,Ziggy & The Rhythm Bulldogs,spotify:track:58YGjSLGrFstf5CuL66qrY
Under an Ancient Oak,Tears of Mankind,spotify:track:6ig3b62lNs9NdnBXGTaZyY
A New Beginning,Alexandre Desplat,spotify:track:3wI1iRjhNoGWAwXswtXUcS
Ancient War,Crypt Of Kerberos,spotify:track:1Fd0dlHs21hRbfZtBiGIK1
Ciel errant,Alcest,spotify:track:3ztyMHX23yYSduXdOotrec
Dopethrone,Electric Wizard,spotify:track:6rbtbfELvUHsOjgYyz52lT
Mindul Gamma,FX Sleep Creator,spotify:track:3LpE1uxGM1fO55mSDq2M6c
Override of the Overture,Dismember,spotify:track:3ef3N03PUANmE4zPUVWF3D
